7.389443749388556526e+00,7.262610309897571170e+00,7.134354772198799211e+00,7.005581113990507092e+00,6.877262654740720293e+00,6.750505761064058419e+00,6.626629190204170072e+00,6.507261913494355454e+00,6.394456285315266442e+00,6.290796754774740762e+00,6.199448838391543148e+00,6.124038859834604054e+00,6.068221881793402162e+00,6.034892346756821624e+00,6.025296912402833271e+00,6.038589799551601800e+00,6.072169050377238975e+00,6.122536317806554607e+00,6.186131286880984348e+00,6.259824919388105258e+00,6.341082916327906105e+00,6.427939097719434614e+00,6.518896752455201948e+00,6.612820862278885770e+00,6.708845225130225742e+00,6.806299425886898291e+00,6.904653342058786336e+00,7.003474966528319356e+00,7.102397364834100557e+00,7.201091059768977232e+00,7.299238447086983328e+00
6.152527856756348612e+00,6.005304261268035404e+00,5.855292344960885131e+00,5.703665679754372775e+00,5.551635607464556088e+00,5.400523514418967608e+00,5.251849848064836124e+00,5.107444087416345369e+00,4.969575926506516694e+00,4.841094580308828554e+00,4.725531266189827662e+00,4.627062555992090154e+00,4.550170701703644127e+00,4.498867438990359346e+00,4.475612469844097774e+00,4.480473444946781569e+00,4.511126286572084254e+00,4.563697372035866451e+00,4.633850043793680484e+00,4.717567504938738665e+00,4.811499584042030264e+00,4.913006564204737359e+00,5.020064323150339902e+00,5.131133543302194511e+00,5.245038269383956120e+00,5.360867042820428807e+00,5.477896210730424542e+00,5.595530567731298532e+00,5.713255676488341095e+00,5.830596383920585879e+00,5.947076054151430924e+00
5.111239188291989421e+00,4.947054544061487036e+00,4.778095423960538213e+00,4.605886374338657774e+00,4.431941969264604708e+00,4.257846060201138982e+00,4.085349248460689253e+00,3.916489103688157059e+00,3.753735907012702100e+00,3.600157049569236989e+00,3.459566815866136125e+00,3.336574051892448267e+00,3.236363038608899956e+00,3.164012124890255961e+00,3.123333159816716886e+00,3.115672162694437475e+00,3.139439825919120963e+00,3.190735312402352974e+00,3.264592375331512031e+00,3.356090992559643382e+00,3.460969436338961813e+00,3.575799515168323950e+00,3.697924674714553106e+00,3.825314646937245655e+00,3.956414324539625937e+00,4.090014613692968481e+00,4.225149335097336589e+00,4.361013330850100900e+00,4.496894339648859429e+00,4.632110519321807729e+00,4.765944677050432787e+00
4.251539293443642009e+00,4.075085963425868485e+00,3.891070417213249755e+00,3.701470302586242767e+00,3.508194326172711541e+00,3.313163234277821445e+00,3.118413041274566311e+00,2.926223446101163361e+00,2.739275164301297139e+00,2.560834111698708782e+00,2.394940196000634458e+00,2.246531391508542086e+00,2.121353038586821782e+00,2.025427378007522705e+00,1.963935131880790053e+00,1.939765609900435450e+00,1.952526313774585631e+00,1.998738761563551236e+00,2.073070752587563348e+00,2.169758654158506772e+00,2.283561985815971696e+00,2.410149173557753599e+00,2.546114259901006704e+00,2.688834275167923948e+00,2.836290497499724950e+00,2.986904790283974265e+00,3.139403631313435028e+00,3.292706114744625268e+00,3.445826249747907966e+00,3.597777347580398910e+00,3.747463846270088439e+00
3.556586621667811698e+00,3.374151498525510107e+00,3.180370778690310374e+00,2.977778078646128535e+00,2.768784879792356435e+00,2.555749044189939312e+00,2.341076058045320707e+00,2.127351335506332930e+00,1.917505684853038517e+00,1.715014336236336590e+00,1.524116200867451809e+00,1.350002165767230977e+00,1.198845887840725766e+00,1.077451667762671761e+00,9.922795815579146250e-01,9.478955443854921725e-01,9.455089876970994567e-01,9.825779816781761156e-01,1.053792546193387025e+00,1.152707077221636567e+00,1.273085585898961369e+00,1.409589069429658892e+00,1.557935999255501969e+00,1.714792291624075204e+00,1.877572256710259069e+00,2.044236902438969494e+00,2.213116808975955863e+00,2.382758772092069322e+00,2.551783567297155386e+00,2.718736305419753307e+00,2.881906487371663772e+00
3.006284480827920547e+00,2.826030318949989351e+00,2.629510384291778635e+00,2.419866687439679254e+00,2.200111455562399954e+00,1.973152670854988244e+00,1.741874227343579662e+00,1.509261092170389063e+00,1.278566242846579826e+00,1.053518729926437913e+00,8.385650314897468149e-01,6.391080236385882074e-01,4.616434930014250426e-01,3.135891095323266597e-01,2.025204498979746859e-01,1.346761201011794640e-01,1.131598879377833100e-01,1.368877890085471449e-01,2.010721328013573839e-01,2.988713553160522451e-01,4.231141221533647467e-01,5.673765985367751341e-01,7.263715183606826997e-01,8.959171641075691639e-01,1.072733158785675656e+00,1.254198508214090069e+00,1.438122108631876728e+00,1.622530475683268136e+00,1.805456112159035342e+00,1.984699707646344180e+00,2.157538316709088022e+00
2.577105694041113892e+00,2.409130743629885885e+00,2.218873411643638605e+00,2.009990808794825057e+00,1.786117803725169040e+00,1.550799596905807931e+00,1.307512801641042444e+00,1.059758411785319154e+00,8.112148708039086387e-01,5.659450468651456845e-01,3.286499972857868102e-01,1.049447027961818435e-01,-9.841965718826273246e-02,-2.735604253492809335e-01,-4.119859248018080677e-01,-5.059064005527034169e-01,-5.501795520818681950e-01,-5.439705624717561250e-01,-4.909704199557900495e-01,-3.979964073053565699e-01,-2.729902026019495054e-01,-1.234903194198579968e-01,4.408427943843307162e-02,2.245480516745743671e-01,4.137654066558766885e-01,6.083679500540739582e-01,8.054563823927516353e-01,1.002301333548157203e+00,1.196023257517786931e+00,1.383222859586039633e+00,1.559567436355655090e+00
2.242550901103598449e+00,2.098471559703790845e+00,1.925397326077613158e+00,1.727139262927058994e+00,1.507789749636392784e+00,1.271511138508660821e+00,1.022441480424355120e+00,7.647092372026413898e-01,5.025403342520533556e-01,2.404430593915023451e-01,-1.654100242287981359e-02,-2.625403198280622519e-01,-4.905672978777992910e-01,-6.923820632356303406e-01,-8.587741230551770855e-01,-9.806040680224548112e-01,-1.050701897184730171e+00,-1.065976583129156552e+00,-1.028434473543899941e+00,-9.443252170205305163e-01,-8.220674718562506200e-01,-6.702719430696184588e-01,-4.965998169485317248e-01,-3.074188778432009883e-01,-1.079272386992151667e-01,9.752402701351314818e-02,3.050396562952109036e-01,5.107522235847845593e-01,7.103475776759964333e-01,8.985651183077312254e-01,1.068870864342722271e+00
1.974586007646026431e+00,1.866427824366418520e+00,1.722749471140831545e+00,1.546826939603640483e+00,1.342736065743958207e+00,1.115004217152501198e+00,8.683557445208744952e-01,6.075876961613744243e-01,3.375764699554331116e-01,6.340013660408772012e-02,-2.094418895975529438e-01,-4.747340798777699433e-01,-7.252199205065110732e-01,-9.523563152165088752e-01,-1.146377977405879989e+00,-1.297031741390327397e+00,-1.395263958927458248e+00,-1.435555410043114932e+00,-1.417700913394561724e+00,-1.346754249835786510e+00,-1.231178830290843962e+00,-1.080517871258638962e+00,-9.037570045321032808e-01,-7.086527097773505091e-01,-5.017439235211575976e-01,-2.887131851415567496e-01,-7.490504874663983514e-02,1.340738846629889736e-01,3.317450674202788719e-01,5.104052921369017781e-01,6.617272380842429413e-01
1.746043467543234584e+00,1.684532772280043389e+00,1.582396961171717464e+00,1.441507115035117081e+00,1.265122122536673999e+00,1.057538121550516408e+00,8.237114759974950573e-01,5.689629956900965624e-01,2.988219584734146395e-01,1.902339005177822173e-02,-2.643537622512042162e-01,-5.446320574331586784e-01,-8.142056879645878098e-01,-1.064223159201588942e+00,-1.284473515625581541e+00,-1.463816534350090848e+00,-1.591549549104868788e+00,-1.659729826620999660e+00,-1.665547422151171020e+00,-1.612212883333214108e+00,-1.507676091921339889e+00,-1.362158456546502805e+00,-1.186013595601441040e+00,-9.886350177325802235e-01,-7.782933403130236627e-01,-5.625320769128343557e-01,-3.488362085711500526e-01,-1.453550233397358227e-01,3.871454020654852002e-02,1.939134402432145521e-01,3.131987252178767278e-01
